C:\Users\lgidu\venv\pyPoll_hw\Scripts\python.exe C:/Users/lgidu/PycharmProjects/pythonhw/pyboss2.py
<zip object at 0x000001F7DB0DE808>
['EmpID', 'FirstName', 'LastName', 'DOB', 'SSN', 'State']
['1832', 'John', 'Ballard', '1/11/1990', '***-**-7793', 'PA']
['493', 'Jeffrey', 'Fisher', '4/4/1965', '***-**-8585', 'AZ']
['629', 'David', 'Vega', '10/3/1989', '***-**-9790', 'MD']
['1579', 'Karen', 'Horn', '3/27/1984', '***-**-2821', 'WI']
['1222', 'Jermaine', 'King', '8/21/1993', '***-**-9068', 'RI']
['1769', 'Charles', 'Weaver', '8/11/1962', '***-**-0697', 'DE']
['1086', 'Anthony', 'Bean', '11/18/1966', '***-**-6681', 'AR']
['642', 'Sara', 'Schultz', '8/26/1987', '***-**-8390', 'CO']
['1050', 'Dustin', 'Kline', '6/6/1971', '***-**-8783', 'GA']
['901', 'Kevin', 'Green', '3/15/1959', '***-**-3626', 'RI']
['118', 'Alyssa', 'Hickman', '4/19/1974', '***-**-9953', 'IL']
['1504', 'Shannon', 'Walker', '1/15/1978', '***-**-4315', 'NM']
['1180', 'Krista', 'Jackson', '4/7/1977', '***-**-1259', 'LA']
['933', 'Lawrence', 'Sutton', '10/11/1959', '***-**-1525', 'WV']
['249', 'Brady', 'Vaughn', '10/29/1983', '***-**-7261', 'VA']
['1941', 'Joseph', 'Rollins', '5/17/1988', '***-**-5638', 'IL']
['1413', 'Joseph', 'Lopez', '11/6/1980', '***-**-9529', 'NE']
['2110', 'Jennifer', 'Castro', '5/16/1976', '***-**-9645', 'HI']
['1499', 'David', 'Mcgee', '2/7/1958', '***-**-9525', 'ND']
['457', 'Kevin', 'Reed', '4/22/1960', '***-**-8987', 'AR']
['497', 'Jennifer', 'Holloway', '1/30/1991', '***-**-1289', 'NJ']
['2006', 'Troy', 'Turner', '11/5/1959', '***-**-1685', 'AZ']
['276', 'Sherry', 'Trevino', '10/24/1964', '***-**-3646', 'AK']
['435', 'Bailey', 'Patel', '3/24/1985', '***-**-9372', 'IL']
['1257', 'Michael', 'Rivers', '10/5/1971', '***-**-3089', 'WA']
['956', 'Trevor', 'Ochoa', '8/26/1988', '***-**-8514', 'PA']
['673', 'Danielle', 'Robinson', '5/31/1960', '***-**-8917', 'SD']
['1237', 'Jacob', 'Jones', '4/2/1981', '***-**-4935', 'TX']
['877', 'Dorothy', 'Molina', '1/13/1965', '***-**-7633', 'SC']
['1223', 'Sarah', 'Calhoun', '12/10/1972', '***-**-5594', 'VA']
['1446', 'Brenda', 'Zimmerman', '5/16/1980', '***-**-9615', 'KS']
['1510', 'Nina', 'Banks', '5/9/1985', '***-**-9945', 'WI']
['1583', 'Rebecca', 'Fox', '9/27/1988', '***-**-3940', 'MT']
['1292', 'Maria', 'Mckenzie', '7/28/1974', '***-**-8479', 'NJ']
['1978', 'Willie', 'Hines', '5/1/1993', '***-**-2557', 'NV']
['29', 'Zachary', 'Tyler', '8/24/1966', '***-**-6670', 'UT']
['240', 'Emily', 'Cochran', '12/28/1970', '***-**-5494', 'SD']
['2109', 'Kayla', 'Galloway', '12/4/1961', '***-**-9611', 'AZ']
['1839', 'Mary', 'Walsh', '7/9/1989', '***-**-4428', 'ND']
['806', 'James', 'Kirk', '3/18/1976', '***-**-2003', 'UT']
['1386', 'Kelly', 'Casey', '1/22/1991', '***-**-0409', 'OK']
['1078', 'Travis', 'Lee', '1/16/1958', '***-**-2949', 'WA']
['1042', 'Jessica', 'Williams', '11/24/1981', '***-**-4639', 'KY']
['1120', 'Donald', 'Lawson', '10/20/1994', '***-**-5876', 'SD']
['1027', 'Jodi', 'Newton', '12/28/1983', '***-**-4224', 'ID']
['1225', 'Taylor', 'Hernandez', '3/20/1976', '***-**-4749', 'NE']
['1087', 'Christine', 'Hopkins', '10/13/1968', '***-**-5682', 'MO']
['570', 'Barbara', 'Jefferson', '4/2/1989', '***-**-4441', 'NJ']
['1360', 'Kelly', 'Strickland', '6/30/1976', '***-**-7387', 'MO']
['716', 'John', 'Stevens', '8/31/1975', '***-**-2721', 'ND']
['2115', 'Megan', 'Melendez', '11/3/1988', '***-**-3429', 'MD']
['1532', 'Troy', 'Ballard', '4/25/1992', '***-**-8211', 'MA']
['36', 'John', 'Young', '10/8/1962', '***-**-8187', 'ME']
['1721', 'Joseph', 'Henderson', '6/15/1978', '***-**-1968', 'WA']
['1218', 'Frank', 'Williams', '12/3/1980', '***-**-8177', 'NH']
['626', 'Wesley', 'Davis', '9/28/1985', '***-**-9388', 'IN']
['432', 'Jared', 'Harper', '10/7/1991', '***-**-7767', 'SD']
['1076', 'Joshua', 'Miller', '10/1/1973', '***-**-3684', 'MA']
['1543', 'Caleb', 'Rubio', '1/6/1966', '***-**-9678', 'TX']
['1055', 'Yvette', 'Wyatt', '2/11/1981', '***-**-7673', 'IL']
['663', 'Veronica', 'Rodriguez', '2/27/1994', '***-**-0138', 'ME']
['884', 'Chase', 'Peters', '6/27/1989', '***-**-0588', 'MI']
['1904', 'Thomas', 'Curry', '1/30/1960', '***-**-9978', 'MA']
['636', 'David', 'Garrett', '1/7/1957', '***-**-0743', 'TX']
['1729', 'Brent', 'Jones', '5/12/1968', '***-**-4006', 'WY']
['1870', 'Mary', 'Jones', '7/5/1960', '***-**-1233', 'OR']
['2005', 'Kurt', 'Calderon', '11/22/1971', '***-**-3640', 'NM']
['1160', 'Jennifer', 'Stevens', '6/27/1984', '***-**-6438', 'IA']
['1609', 'Michael', 'Miller', '5/21/1959', '***-**-9413', 'MD']
['672', 'Rachael', 'Murphy', '5/4/1959', '***-**-4348', 'CA']
['1779', 'James', 'Griffith', '11/12/1970', '***-**-7967', 'VT']
['1854', 'Pamela', 'Ray', '4/11/1977', '***-**-6548', 'HI']
['108', 'Shawn', 'Mitchell', '7/27/1993', '***-**-5330', 'MD']
['653', 'Diane', 'Wiley', '11/9/1977', '***-**-7369', 'HI']
['1024', 'Matthew', 'Berry', '12/16/1959', '***-**-2038', 'HI']
['1852', 'Tracy', 'Davis', '9/13/1988', '***-**-1962', 'CA']
['178', 'Derek', 'Hale', '11/11/1977', '***-**-7878', 'AR']
['1624', 'Diane', 'Shea', '3/10/1957', '***-**-8090', 'MS']
['918', 'Joseph', 'Gutierrez', '2/16/1990', '***-**-5291', 'RI']
['1008', 'Andrea', 'Byrd', '8/12/1967', '***-**-3106', 'IN']
['1312', 'Kathryn', 'Malone', '5/24/1970', '***-**-1227', 'MT']
['501', 'Matthew', 'Wilson', '2/24/1967', '***-**-5058', 'OH']
['157', 'Vincent', 'Sloan', '10/19/1959', '***-**-5501', 'NC']
['1927', 'Ashley', 'Chandler', '3/21/1980', '***-**-1307', 'AZ']
['71', 'Willie', 'Jones', '1/8/1983', '***-**-5452', 'IN']
['96', 'Brett', 'Thomas', '9/1/1992', '***-**-6916', 'TX']
['1093', 'Cristian', 'French', '12/1/1965', '***-**-5433', 'NV']
['1602', 'Brenda', 'Davis', '10/17/1993', '***-**-8713', 'NE']
['813', 'Jennifer', 'Gray', '12/28/1973', '***-**-9634', 'AL']
['136', 'Eric', 'Bradley', '3/2/1988', '***-**-4231', 'SC']
['70', 'Thomas', 'Howell', '5/19/1977', '***-**-8695', 'HI']
['978', 'Mary', 'Simpson', '2/27/1980', '***-**-2691', 'KS']
['1372', 'Kelli', 'Owens', '8/28/1972', '***-**-8002', 'NY']
['1117', 'Charles', 'Savage', '11/9/1977', '***-**-9402', 'CA']
['1085', 'Christopher', 'Espinoza', '3/21/1958', '***-**-4243', 'WI']
['559', 'Clayton', 'Henderson', '6/30/1975', '***-**-9396', 'WY']
['2077', 'Rachel', 'Sandoval', '11/30/1975', '***-**-5233', 'NC']
['347', 'Stephanie', 'Carpenter', '11/1/1959', '***-**-7041', 'MO']
['2101', 'Natalie', 'Turner', '6/19/1991', '***-**-3128', 'CO']
['230', 'Julie', 'Higgins', '11/24/1974', '***-**-8175', 'MS']
['1711', 'Logan', 'Briggs', '8/18/1964', '***-**-7519', 'KY']
['1851', 'Jose', 'Manning', '8/12/1987', '***-**-0989', 'GA']
['173', 'Tamara', 'Morris', '10/13/1961', '***-**-3486', 'WI']
['1140', 'Brian', 'Martinez', '9/10/1972', '***-**-4875', 'NH']
['282', 'David', 'Contreras', '8/27/1994', '***-**-7970', 'TX']
['2016', 'Joshua', 'Graves', '1/29/1969', '***-**-5080', 'CA']
['281', 'Jennifer', 'Gilbert', '8/25/1985', '***-**-9467', 'HI']
['1177', 'Kevin', 'Brock', '8/31/1974', '***-**-6074', 'KS']
['727', 'Roger', 'Coleman', '9/14/1957', '***-**-6111', 'NY']
['577', 'Grant', 'Patterson', '12/24/1986', '***-**-6784', 'RI']
['753', 'Kevin', 'Robinson', '12/5/1991', '***-**-4224', 'MD']
['1561', 'James', 'Stokes', '4/16/1971', '***-**-0232', 'CA']
['587', 'David', 'Johnson', '1/8/1990', '***-**-3708', 'MI']
['830', 'John', 'Rivera', '1/3/1964', '***-**-3546', 'LA']
['1890', 'Charles', 'Bryan', '12/4/1985', '***-**-2171', 'MD']
['47', 'Alexander', 'Romero', '7/12/1975', '***-**-1442', 'VT']
['139', 'Matthew', 'Knight', '5/7/1984', '***-**-8438', 'TX']
['270', 'James', 'Harris', '12/20/1973', '***-**-8140', 'MT']
['1487', 'Richard', 'Hunt', '8/30/1983', '***-**-4959', 'MD']
['706', 'Kaitlyn', 'Reese', '5/21/1983', '***-**-5521', 'FL']
['576', 'Marissa', 'Kelly', '10/26/1974', '***-**-7575', 'ND']
['1699', 'Heidi', 'Shaw', '11/13/1987', '***-**-6968', 'KY']
['1921', 'Alyssa', 'Armstrong', '3/5/1992', '***-**-0479', 'AL']
['1432', 'Erica', 'Cole', '12/1/1971', '***-**-7616', 'RI']
['1938', 'David', 'Johnston', '7/31/1965', '***-**-0677', 'UT']
['962', 'Katrina', 'Wiggins', '9/14/1975', '***-**-1378', 'RI']
['1541', 'Benjamin', 'Long', '12/9/1976', '***-**-7867', 'RI']
['2120', 'Pam', 'Sanchez', '11/21/1975', '***-**-8018', 'MN']
['1640', 'Lori', 'Adams', '8/6/1991', '***-**-3803', 'ID']
['233', 'Julie', 'Nelson', '8/22/1972', '***-**-5917', 'GA']
['1039', 'Joseph', 'Steele', '4/28/1990', '***-**-9841', 'WA']
['1868', 'Craig', 'Wiggins', '5/28/1962', '***-**-7616', 'TX']
['2123', 'Jill', 'Fox', '2/21/1965', '***-**-3332', 'PA']
['243', 'Gerald', 'Wallace', '10/17/1988', '***-**-0638', 'NE']
['1722', 'Michael', 'Vasquez', '11/5/1994', '***-**-2681', 'TX']
['1547', 'Keith', 'Thomas', '6/18/1972', '***-**-3051', 'PA']
['201', 'Gregory', 'Williams', '6/9/1957', '***-**-2236', 'NH']
['822', 'John', 'Daniels', '6/7/1982', '***-**-2845', 'VT']
['1948', 'Susan', 'Garrison', '6/17/1967', '***-**-8796', 'NY']
['1230', 'Brenda', 'Gay', '1/2/1978', '***-**-7151', 'CT']
['1161', 'Wyatt', 'Moreno', '3/22/1984', '***-**-4187', 'MI']
['1518', 'Susan', 'Turner', '4/26/1966', '***-**-2571', 'UT']
['258', 'Denise', 'Martin', '5/11/1982', '***-**-2489', 'IN']
['2011', 'Erica', 'Ryan', '8/13/1982', '***-**-8369', 'MD']
['1758', 'Monica', 'Hawkins', '2/26/1958', '***-**-2444', 'WV']
['944', 'Brenda', 'Freeman', '1/11/1994', '***-**-2578', 'AZ']
['333', 'James', 'Walker', '1/16/1990', '***-**-1799', 'VA']
['1781', 'Mark', 'Gordon', '9/20/1987', '***-**-5608', 'NY']
['871', 'Joseph', 'Cummings', '8/11/1971', '***-**-3554', 'NH']
['798', 'Andrea', 'Fitzgerald', '12/4/1990', '***-**-5882', 'MA']
['1828', 'Vanessa', 'Petersen', '5/17/1966', '***-**-8659', 'PA']
['1804', 'Jessica', 'Moore', '3/27/1958', '***-**-0396', 'IA']
['1403', 'Ryan', 'Moreno', '7/25/1974', '***-**-2902', 'GA']
['1520', 'Tony', 'Banks', '9/15/1991', '***-**-7821', 'MN']
['1635', 'Christina', 'Marshall', '4/7/1966', '***-**-6940', 'IA']
['1666', 'Andrew', 'Sutton', '1/18/1983', '***-**-2345', 'HI']
['652', 'Tom', 'Mayer', '2/9/1986', '***-**-3480', 'VT']
['2038', 'Cassandra', 'Gordon', '2/21/1984', '***-**-2243', 'NY']
['788', 'Cameron', 'Silva', '6/11/1980', '***-**-7963', 'MA']
['734', 'Cheryl', 'Flores', '8/13/1986', '***-**-5566', 'DE']
['2067', 'Jennifer', 'Newman', '4/5/1964', '***-**-3067', 'NE']
['1137', 'Peter', 'Miller', '6/27/1968', '***-**-5656', 'OK']
['1792', 'Ashley', 'Smith', '3/17/1990', '***-**-1428', 'NE']
['488', 'Brianna', 'Brown', '6/28/1988', '***-**-3009', 'AL']
['2114', 'Peter', 'Hansen', '7/27/1980', '***-**-4935', 'RI']
['2026', 'Jimmy', 'Hunter', '12/11/1988', '***-**-2553', 'ID']
['759', 'Angela', 'Randall', '12/3/1982', '***-**-3666', 'NY']
['175', 'Brandon', 'Gomez', '4/30/1980', '***-**-9117', 'CO']
['385', 'Shawn', 'Smith', '6/11/1976', '***-**-3742', 'NH']
['1807', 'Marcus', 'Garza', '4/1/1960', '***-**-3499', 'TN']
['711', 'Amber', 'White', '3/27/1967', '***-**-8793', 'LA']
['1861', 'Ashley', 'Shepard', '7/24/1972', '***-**-2653', 'OH']
['1894', 'Maurice', 'Palmer', '9/11/1980', '***-**-6048', 'LA']
['833', 'Richard', 'Ward', '9/15/1959', '***-**-4384', 'MO']
['939', 'Robert', 'Bailey', '6/22/1980', '***-**-0849', 'CO']
['2029', 'Jose', 'Dodson', '1/12/1969', '***-**-2007', 'NC']
['194', 'Jeanette', 'Hart', '10/22/1965', '***-**-4052', 'NJ']
['1801', 'John', 'Shepard', '7/11/1975', '***-**-7873', 'NH']
['526', 'Jennifer', 'Stafford', '11/19/1978', '***-**-3340', 'WV']
['610', 'Jenny', 'Morgan', '10/2/1992', '***-**-3732', 'KS']
['94', 'Jill', 'Haynes', '3/15/1979', '***-**-9789', 'NY']
['1195', 'Matthew', 'Aguirre', '4/6/1981', '***-**-3346', 'NM']
['213', 'Joshua', 'King', '1/4/1994', '***-**-3279', 'VA']
['17', 'Vincent', 'Howard', '5/11/1972', '***-**-3520', 'MD']
['1755', 'Kimberly', 'Acevedo', '9/4/1968', '***-**-1279', 'MA']
['1505', 'Cameron', 'Griffith', '1/9/1986', '***-**-0633', 'MA']
['1899', 'Angela', 'Love', '3/12/1974', '***-**-7067', 'KS']
['1692', 'Larry', 'Roach', '7/13/1971', '***-**-2498', 'VA']
['1248', 'Kimberly', 'Fleming', '4/9/1985', '***-**-6799', 'IA']
['1587', 'Vanessa', 'Wells', '9/14/1993', '***-**-3702', 'NV']
['1621', 'Brenda', 'Russell', '10/24/1983', '***-**-1775', 'MD']
['30', 'Julia', 'Reynolds', '7/10/1969', '***-**-5553', 'ID']
['239', 'Scott', 'Kane', '8/16/1969', '***-**-9499', 'WV']
['1557', 'Jenny', 'Thompson', '12/29/1988', '***-**-5801', 'SD']
['1829', 'Robert', 'Castro', '4/20/1977', '***-**-6975', 'MI']
['1290', 'James', 'Miller', '8/12/1966', '***-**-2119', 'ME']
['1464', 'Audrey', 'Murphy', '7/12/1962', '***-**-8969', 'ID']
['751', 'Dana', 'Cox', '1/12/1980', '***-**-4163', 'UT']
['986', 'Kiara', 'Riley', '6/12/1988', '***-**-6560', 'KS']
['1673', 'Isabella', 'Marshall', '1/11/1957', '***-**-9744', 'WA']
['1313', 'Amanda', 'Wright', '12/5/1973', '***-**-7528', 'TX']
['1508', 'Nicholas', 'Weaver', '3/22/1976', '***-**-4980', 'AL']
['210', 'Erin', 'Snyder', '2/24/1976', '***-**-9700', 'NC']
['442', 'Donna', 'Bolton', '6/16/1990', '***-**-6047', 'AZ']
['1687', 'Brittany', 'Murphy', '1/5/1985', '***-**-0297', 'MT']
['262', 'Cynthia', 'Roberts', '3/8/1969', '***-**-9922', 'GA']
['406', 'Steven', 'Russell', '3/21/1974', '***-**-0698', 'IL']
['454', 'Bernard', 'Torres', '8/4/1977', '***-**-7636', 'NE']
['1730', 'Tiffany', 'Terrell', '7/8/1967', '***-**-7361', 'IL']
['1164', 'Donna', 'Mason', '3/20/1971', '***-**-3768', 'OK']
['634', 'Stephanie', 'Melton', '1/23/1977', '***-**-0043', 'NC']
['273', 'Sylvia', 'Jackson', '4/18/1986', '***-**-2148', 'IA']
['1364', 'Theresa', 'Williams', '1/10/1965', '***-**-4890', 'VA']
['59', 'Dana', 'Zimmerman', '3/31/1973', '***-**-8983', 'NJ']
['1113', 'Alex', 'Morris', '7/24/1975', '***-**-6079', 'VT']
['443', 'Marc', 'Mason', '10/16/1983', '***-**-0467', 'NH']
['638', 'Cameron', 'Guerra', '5/14/1958', '***-**-6206', 'NJ']
['275', 'Charles', 'Olsen', '11/16/1956', '***-**-6474', 'MT']
['1995', 'Joshua', 'Schneider', '8/27/1967', '***-**-4288', 'MO']
['774', 'Edwin', 'Baker', '4/14/1969', '***-**-1199', 'MN']
['676', 'Jasmine', 'Jordan', '8/20/1992', '***-**-9773', 'PA']
['100', 'Sean', 'Dunn', '2/20/1970', '***-**-8722', 'KS']
['827', 'Megan', 'Schwartz', '6/14/1990', '***-**-4732', 'FL']
['322', 'Derrick', 'Gallagher', '9/14/1960', '***-**-1589', 'VT']
['219', 'Lindsey', 'Jones', '10/18/1991', '***-**-3838', 'AZ']
['1618', 'Monique', 'Martinez', '8/14/1963', '***-**-9950', 'FL']
['1990', 'Steven', 'Soto', '9/23/1975', '***-**-7166', 'TX']
['1877', 'Wendy', 'Peck', '10/18/1981', '***-**-4054', 'PA']
['1690', 'Ryan', 'Bailey', '5/17/1957', '***-**-6255', 'IN']
['1853', 'Jessica', 'Smith', '5/7/1957', '***-**-2947', 'ME']
['1554', 'Ashley', 'Fox', '1/21/1964', '***-**-4516', 'ID']
['1866', 'Luis', 'Horn', '5/2/1962', '***-**-4696', 'MA']
['988', 'Brent', 'Schneider', '9/27/1957', '***-**-8569', 'ND']
['1385', 'Gail', 'Rodriguez', '10/1/1991', '***-**-8941', 'VA']
['857', 'Jason', 'Baker', '2/16/1980', '***-**-9908', 'TN']
['2037', 'Amanda', 'Gomez', '5/3/1962', '***-**-2194', 'AK']
['1201', 'Edward', 'Valdez', '8/5/1972', '***-**-5545', 'ND']
['690', 'Kelly', 'Brandt', '1/12/1979', '***-**-9046', 'ME']
['948', 'Christopher', 'Carrillo', '1/9/1958', '***-**-4103', 'MI']
['208', 'Elizabeth', 'Potter', '7/2/1962', '***-**-5640', 'MT']
['2024', 'Timothy', 'Howard', '10/8/1989', '***-**-1253', 'IA']
['683', 'Rebecca', 'Pollard', '4/29/1984', '***-**-1865', 'KY']
['1814', 'Stephen', 'Short', '8/15/1970', '***-**-1323', 'PA']
['478', 'Michael', 'Odom', '7/25/1973', '***-**-9368', 'MS']
['1419', 'Pamela', 'Lawrence', '2/1/1978', '***-**-2412', 'KY']
['203', 'David', 'Young', '11/9/1982', '***-**-7690', 'HI']
['1569', 'Michael', 'Bass', '10/3/1975', '***-**-9503', 'SD']
['1325', 'Brandon', 'Medina', '1/24/1991', '***-**-0987', 'MA']
['1615', 'Peter', 'Shepard', '12/1/1983', '***-**-3577', 'KY']
['291', 'Jessica', 'Moore', '9/14/1959', '***-**-3396', 'MD']
['695', 'Amy', 'Keith', '12/6/1968', '***-**-1932', 'GA']
['1070', 'Scott', 'Cook', '4/19/1985', '***-**-6522', 'RI']
['904', 'Samuel', 'Schmitt', '5/9/1960', '***-**-3184', 'MD']
['2099', 'Tina', 'Stewart', '9/18/1963', '***-**-3569', 'NH']
['393', 'Dorothy', 'White', '8/27/1960', '***-**-8706', 'PA']
['330', 'Ashley', 'Bowers', '7/8/1974', '***-**-0139', 'CA']
['1876', 'Jermaine', 'Watson', '3/9/1965', '***-**-6762', 'NJ']
['1604', 'Frank', 'Delgado', '9/26/1965', '***-**-1186', 'WY']
['1712', 'April', 'Bradley', '7/20/1982', '***-**-2371', 'TX']
['747', 'Jessica', 'Brandt', '1/9/1983', '***-**-3653', 'AR']
['796', 'John', 'Blankenship', '1/25/1961', '***-**-4697', 'MD']
['1303', 'Jason', 'Barber', '1/31/1974', '***-**-2267', 'RI']
['783', 'Kim', 'Delgado', '6/24/1971', '***-**-5421', 'DE']
['187', 'Veronica', 'Rangel', '6/20/1958', '***-**-5671', 'WI']
['656', 'Margaret', 'Hammond', '2/7/1974', '***-**-2207', 'OK']
['1864', 'Rebecca', 'Mcbride', '2/21/1966', '***-**-4226', 'SD']
['257', 'Tina', 'Anderson', '2/17/1968', '***-**-8693', 'NH']
['1946', 'Jessica', 'Rodriguez', '11/13/1992', '***-**-5170', 'NY']
['301', 'Jason', 'Jones', '3/31/1970', '***-**-3300', 'LA']
['1471', 'Mike', 'Rice', '2/25/1984', '***-**-7394', 'GA']
['1045', 'Michael', 'Williams', '7/22/1989', '***-**-2875', 'WI']
['2074', 'Sarah', 'Kane', '7/30/1980', '***-**-9475', 'GA']
['1735', 'Chad', 'Koch', '9/20/1965', '***-**-5358', 'KY']
['1987', 'Lisa', 'Oneal', '11/3/1957', '***-**-1248', 'PA']
['1460', 'Donna', 'Robinson', '2/24/1985', '***-**-9275', 'WI']
['495', 'Colton', 'Fisher', '7/29/1957', '***-**-7854', 'ID']
['2014', 'Cody', 'Hardy', '10/4/1969', '***-**-5576', 'TX']
['1862', 'Brooke', 'Mckee', '5/10/1993', '***-**-4110', 'TX']
['1741', 'Luke', 'Adams', '9/11/1977', '***-**-8540', 'SC']
['1296', 'Sara', 'Wilson', '4/29/1957', '***-**-2024', 'AR']
['900', 'Brandon', 'Thomas', '11/11/1994', '***-**-2838', 'RI']
['1813', 'Michael', 'Kim', '8/3/1981', '***-**-3695', 'NY']
['1154', 'Claire', 'Andrade', '6/28/1994', '***-**-6044', 'WI']
['1102', 'Diane', 'Jones', '3/29/1983', '***-**-8549', 'NE']
['2045', 'Stephanie', 'Robinson', '9/21/1988', '***-**-8989', 'NJ']
['1229', 'Eric', 'Guerrero', '2/6/1959', '***-**-6912', 'FL']
['337', 'Robert', 'Bennett', '12/7/1976', '***-**-2907', 'AZ']
['1278', 'Alexa', 'Thompson', '9/26/1984', '***-**-9583', 'IL']
['1239', 'Anita', 'Eaton', '7/6/1966', '***-**-5925', 'RI']
['2050', 'Richard', 'Smith', '1/29/1993', '***-**-8035', 'MN']
['643', 'Jeremy', 'Lopez', '8/16/1993', '***-**-1218', 'MO']
['1698', 'Grant', 'Sanchez', '1/27/1992', '***-**-8505', 'GA']
['1363', 'Robert', 'Weber', '1/5/1960', '***-**-8958', 'MO']
['1998', 'Amy', 'Sanchez', '12/5/1974', '***-**-3625', 'AL']
['1936', 'Tanner', 'Esparza', '2/23/1973', '***-**-3742', 'OK']
['909', 'Denise', 'Lane', '7/22/1986', '***-**-3327', 'ID']
['51', 'Dennis', 'Leblanc', '3/1/1994', '***-**-6198', 'IL']
['1701', 'Michelle', 'Wade', '12/27/1985', '***-**-9162', 'LA']
['1892', 'Valerie', 'Adkins', '11/1/1959', '***-**-5882', 'CO']
['945', 'Caleb', 'Hall', '7/4/1982', '***-**-3125', 'IN']
['1826', 'Evan', 'Parker', '11/18/1991', '***-**-7213', 'PA']
['159', 'Amy', 'Delgado', '1/11/1984', '***-**-9583', 'MT']
['480', 'Logan', 'Moss', '7/28/1990', '***-**-9460', 'WV']
['1676', 'Danielle', 'Davis', '3/23/1974', '***-**-4665', 'HI']
['268', 'Brian', 'Martin', '3/25/1986', '***-**-0991', 'HI']
['551', 'Travis', 'Keith', '7/28/1963', '***-**-4320', 'NM']
['782', 'Abigail', 'Jacobs', '3/8/1974', '***-**-1596', 'NV']
['1244', 'Gabrielle', 'Wise', '8/11/1960', '***-**-4965', 'MA']
['1971', 'Paul', 'Suarez', '10/7/1962', '***-**-6300', 'RI']
['1430', 'Michael', 'Ochoa', '8/9/1986', '***-**-9602', 'TX']
['295', 'Daniel', 'Pacheco', '1/9/1975', '***-**-9820', 'MN']
['631', 'Austin', 'Jackson', '4/6/1970', '***-**-8701', 'MO']
['1806', 'Patricia', 'Patterson', '6/27/1965', '***-**-8753', 'IA']
['1629', 'Diane', 'Green', '10/24/1969', '***-**-3033', 'WY']
['410', 'Louis', 'Flynn', '11/9/1988', '***-**-3481', 'CA']
['1916', 'Nancy', 'Schmidt', '3/1/1969', '***-**-9447', 'SC']
['808', 'Jaclyn', 'Cunningham', '11/2/1963', '***-**-8956', 'SD']
['143', 'Elizabeth', 'Davis', '10/12/1964', '***-**-4168', 'NV']
['675', 'Jacqueline', 'Donaldson', '9/7/1966', '***-**-5320', 'KY']
['1462', 'Gabriel', 'Mitchell', '2/8/1959', '***-**-8486', 'NY']
['2048', 'Sara', 'Barajas', '10/4/1990', '***-**-8344', 'VT']
['674', 'Ann', 'Williams', '3/6/1983', '***-**-5252', 'CA']
['1150', 'Justin', 'Baker', '7/2/1982', '***-**-2028', 'MI']
['941', 'Kimberly', 'Lee', '9/19/1961', '***-**-2156', 'MA']
['707', 'Karen', 'Roberts', '1/21/1975', '***-**-9717', 'IL']
['1977', 'Miguel', 'Gonzales', '10/26/1965', '***-**-2152', 'WV']
['1417', 'Alexandra', 'Barrett', '7/20/1967', '***-**-9720', 'CT']
['620', 'Jeffrey', 'Garcia', '6/5/1965', '***-**-0488', 'IA']
['735', 'Elizabeth', 'Bautista', '5/4/1993', '***-**-8946', 'MT']
['2106', 'Danielle', 'Kemp', '10/27/1980', '***-**-5272', 'OK']
['1406', 'Melinda', 'Miller', '3/1/1974', '***-**-2932', 'GA']
['1273', 'Cindy', 'Wagner', '5/21/1962', '***-**-6272', 'MI']
['1957', 'Rebecca', 'Kirby', '10/27/1957', '***-**-7876', 'IL']
['2042', 'Jeremy', 'Jefferson', '3/16/1992', '***-**-4470', 'OH']
['668', 'Vincent', 'Thomas', '3/31/1962', '***-**-5867', 'HI']
['1791', 'Cameron', 'Jones', '11/12/1988', '***-**-5160', 'MI']
['950', 'Alicia', 'Morales', '6/28/1965', '***-**-5920', 'HI']
['1580', 'Dylan', 'White', '7/18/1992', '***-**-0048', 'OH']
['67', 'Lauren', 'Price', '6/30/1975', '***-**-5316', 'MI']
['1632', 'Diane', 'Buck', '4/9/1976', '***-**-5953', 'NE']
['1080', 'Brian', 'Harper', '1/2/1967', '***-**-3047', 'PA']
['190', 'Tim', 'Allen', '1/8/1973', '***-**-4264', 'WV']
['1477', 'Sierra', 'Cortez', '3/24/1974', '***-**-5367', 'WA']
['1338', 'Thomas', 'Garza', '9/23/1987', '***-**-5832', 'DE']
['181', 'Daniel', 'Ramirez', '12/31/1976', '***-**-8963', 'NY']
['1966', 'Crystal', 'Ellis', '3/9/1958', '***-**-0049', 'NH']
['150', 'Stefanie', 'Carpenter', '6/26/1978', '***-**-4588', 'KY']
['2019', 'Timothy', 'Cameron', '4/23/1960', '***-**-8743', 'KY']
['1149', 'Brandi', 'Gregory', '4/15/1983', '***-**-5829', 'NC']
['1162', 'Victoria', 'Daniels', '6/8/1966', '***-**-9427', 'NM']
['1108', 'Steven', 'Washington', '8/23/1963', '***-**-1988', 'AL']
['935', 'Michelle', 'Wright', '2/19/1969', '***-**-6564', 'UT']
['106', 'Keith', 'Carter', '8/16/1957', '***-**-0345', 'VT']
['692', 'Nathan', 'Cruz', '9/16/1970', '***-**-8620', 'HI']
['122', 'Robert', 'Gonzales', '8/2/1968', '***-**-1916', 'GA']
['2081', 'Matthew', 'Garcia', '4/13/1983', '***-**-8684', 'KS']
